IdSensore,NomeTipoSensore,UnitaMisura,IdStazione,Quota,Provincia,Comune,lat,lng
6951,PM10 (SM2005),µg/m³,649,149.0,BS,Brescia,45.540057846971386,10.222818449274216
6908,PM10 (SM2005),µg/m³,531,114.0,MI,Pioltello,45.48363035323249,9.327360033215143
10085,Particelle sospese PM2.5,µg/m³,695,113.0,MN,Ponti sul Mincio,45.41277169168634,10.683357343786836
10036,Benzene,µg/m³,673,90.0,PV,Voghera,44.99954598914026,9.008437381815693
9995,Monossido di Carbonio,mg/m³,682,88.0,PV,Ferrera Erbognone,45.11350314482957,8.874064848882607
6845,Ossidi di Azoto,µg/m³,659,349.0,BS,Odolo,45.64604963372525,10.38929530279196
6870,Benzene,µg/m³,663,18.0,MN,Mantova,45.14526012578896,10.80332595007927
6234,Ossidi di Azoto,µg/m³,564,279.0,CO,Erba,45.808573806922965,9.221779204488437
12661,Nikel,ng/m³,681,1194.0,LC,Moggio,45.91278752030292,9.497538167653424
10279,Biossido di Azoto,µg/m³,705,122.0,MI,Milano,45.47899606168744,9.235491038497502
30158,Particelle sospese PM2.5,µg/m³,649,149.0,BS,Brescia,45.540057846971386,10.222818449274216
12620,Arsenico,ng/m³,542,222.0,MB,Meda,45.66176219189168,9.156643984551597
5739,Ozono,µg/m³,571,1225.0,SO,Bormio,46.46952397132585,10.375432759159036
6859,Biossido di Azoto,µg/m³,661,147.0,BS,Rezzato,45.51570829484459,10.336240422996532
10095,Ossidi di Azoto,µg/m³,697,14.0,MN,Borgofranco sul Po,45.04650153816735,11.18093581912755
6781,Biossido di Azoto,µg/m³,652,154.0,BS,Brescia,45.539529434956,10.231785907477224
5547,Biossido di Azoto,µg/m³,544,153.0,MI,Cormano,45.551041944372415,9.162613653151322
6419,Ossidi di Azoto,µg/m³,629,79.0,CR,Crema,45.366309078194334,9.703945513613167
10081,Ozono,µg/m³,695,113.0,MN,Ponti sul Mincio,45.41277169168634,10.683357343786836
12598,Piombo,ng/m³,609,108.0,BG,Casirate d'Adda,45.49822713394494,9.55623226235176
20487,Monossido di Carbonio,mg/m³,695,113.0,MN,Ponti sul Mincio,45.41277169168634,10.683357343786836
6204,Ossidi di Azoto,µg/m³,592,191.0,BG,Treviglio,45.51933498138716,9.592009994888423
12670,Piombo,ng/m³,703,0.0,MN,Schivenoglia,45.01687782075543,11.07609463264049
5609,Biossido di Azoto,µg/m³,606,97.0,MI,San Giuliano Milanese,45.39619462552717,9.282700075557845
10167,Biossido di Azoto,µg/m³,703,0.0,MN,Schivenoglia,45.01687782075543,11.07609463264049
10018,Benzene,µg/m³,685,273.0,BG,Calusco d'Adda,45.69042907854514,9.484260927647789
12611,Benzo(a)pirene,ng/m³,546,137.0,MI,Magenta,45.462415791106615,8.880210433125571
9965,PM10 (SM2005),µg/m³,609,108.0,BG,Casirate d'Adda,45.49822713394494,9.55623226235176
6057,Benzene,µg/m³,548,118.0,MI,Milano,45.470499014097,9.197460360112531
10580,Biossido di Zolfo,µg/m³,627,39.0,CR,Cremona,45.13194691285173,10.015741513336042
10041,Ozono,µg/m³,687,215.0,VA,Ferno,45.61924377994763,8.756970445453431
6230,Ossidi di Azoto,µg/m³,565,369.0,CO,Cantù,45.73083672267427,9.125734327022926
6364,Ossidi di Azoto,µg/m³,517,141.0,MI,Turbigo,45.52655086994247,8.736496578379215
6338,Ossidi di Azoto,µg/m³,545,100.0,MI,Motta Visconti,45.281956197427846,8.988562726793255
6374,Ossidi di Azoto,µg/m³,571,1225.0,SO,Bormio,46.46952397132585,10.375432759159036
5725,Ozono,µg/m³,528,116.0,MI,Milano,45.46334674066655,9.195324807668856
10019,Biossido di Azoto,µg/m³,685,273.0,BG,Calusco d'Adda,45.69042907854514,9.484260927647789
20401,Benzene,µg/m³,571,1225.0,SO,Bormio,46.46952397132585,10.375432759159036
12605,Benzo(a)pirene,ng/m³,655,221.0,BS,Darfo Boario Terme,45.87460210989037,10.17735680898138
30163,Biossido di Azoto,µg/m³,669,70.0,BS,Brescia,45.51303881865376,10.19194188877931
17162,Particelle sospese PM2.5,µg/m³,681,1194.0,LC,Moggio,45.91278752030292,9.497538167653424
5652,Biossido di Zolfo,µg/m³,558,206.0,VA,Busto Arsizio,45.582894292717725,8.842165456706075
6354,Ossidi di Azoto,µg/m³,548,118.0,MI,Milano,45.470499014097,9.197460360112531
12676,Benzo(a)pirene,ng/m³,1264,290.0,SO,Sondrio,46.16785244066512,9.879209924469905
6939,PM10 (SM2005),µg/m³,600,80.0,LO,Lodi,45.30601298752377,9.48526286320174
10584,Ozono,µg/m³,1274,212.0,LC,Perledo,46.01582830438376,9.286409208680809
12669,Cadmio,ng/m³,703,0.0,MN,Schivenoglia,45.01687782075543,11.07609463264049
12608,Arsenico,ng/m³,546,137.0,MI,Magenta,45.462415791106615,8.880210433125571
6665,Ozono,µg/m³,565,369.0,CO,Cantù,45.73083672267427,9.125734327022926
9991,Ozono,µg/m³,681,1194.0,LC,Moggio,45.91278752030292,9.497538167653424
17286,Biossido di Azoto,µg/m³,1374,181.0,MB,Monza,45.60123219955139,9.27507265782848
17290,PM10 (SM2005),µg/m³,1374,181.0,MB,Monza,45.60123219955139,9.27507265782848
17285,Ossidi di Azoto,µg/m³,1374,181.0,MB,Monza,45.60123219955139,9.27507265782848
17288,Ozono,µg/m³,1374,181.0,MB,Monza,45.60123219955139,9.27507265782848
12029,Particelle sospese PM2.5,µg/m³,706,272.0,LC,Lecco,45.86374884127965,9.399950344681852
10035,Benzene,µg/m³,672,74.0,PV,Cornale,45.04007657202963,8.914144599002409
5721,Ozono,µg/m³,545,100.0,MI,Motta Visconti,45.281956197427846,8.988562726793255
5847,Monossido di Carbonio,mg/m³,558,206.0,VA,Busto Arsizio,45.582894292717725,8.842165456706075
6408,Ossidi di Azoto,µg/m³,626,57.0,CR,Corte de' Cortesi con Cignone,45.27848755478839,10.006202391204337
6877,Biossido di Azoto,µg/m³,664,18.0,MN,Mantova,45.151743379576594,10.78140770009565
6954,PM10 (SM2005),µg/m³,661,147.0,BS,Rezzato,45.51570829484459,10.336240422996532
9880,Monossido di Carbonio,mg/m³,674,162.0,MB,Monza,45.58026348442243,9.273573092713274
9740,PM10 (SM2005),µg/m³,604,85.0,LO,Tavazzano con Villavesco,45.33036100181227,9.414644726627262
10437,Ozono,µg/m³,1264,290.0,SO,Sondrio,46.16785244066512,9.879209924469905
12638,Arsenico,ng/m³,548,118.0,MI,Milano,45.470499014097,9.197460360112531
10457,Ossidi di Azoto,µg/m³,1266,65.0,LO,Bertonico,45.23349364130374,9.666250375296032
5586,Biossido di Azoto,µg/m³,583,249.0,BG,Bergamo,45.69103740547214,9.643650579461385
5952,Ozono,µg/m³,626,57.0,CR,Corte de' Cortesi con Cignone,45.27848755478839,10.006202391204337
9804,Ossidi di Azoto,µg/m³,670,22.0,MN,Mantova,45.16056833010576,10.79556411370788
9877,Biossido di Azoto,µg/m³,674,162.0,MB,Monza,45.58026348442243,9.273573092713274
12574,Particelle sospese PM2.5,µg/m³,693,85.0,PV,Sannazzaro de' Burgondi,45.10276627684137,8.90417452771467
10327,Biossido di Zolfo,µg/m³,708,112.0,PV,Parona,45.28193561035791,8.754334594539825
6288,Ossidi di Azoto,µg/m³,551,182.0,MI,Arconate,45.54851735741946,8.847321929216262
6382,Ossidi di Azoto,µg/m³,569,307.0,SO,Sondrio,46.16796681227828,9.87014407497457
20523,Ammoniaca,µg/m³,583,249.0,BG,Bergamo,45.69103740547214,9.643650579461385
12597,Cadmio,ng/m³,609,108.0,BG,Casirate d'Adda,45.49822713394494,9.55623226235176
5797,Monossido di Carbonio,mg/m³,565,369.0,CO,Cantù,45.73083672267427,9.125734327022926
5677,Biossido di Zolfo,µg/m³,564,279.0,CO,Erba,45.808573806922965,9.221779204488437
17284,Ammoniaca,µg/m³,1374,181.0,MB,Monza,45.60123219955139,9.27507265782848
20005,BlackCarbon,µg/m³,548,118.0,MI,Milano,45.470499014097,9.197460360112531
5844,Monossido di Carbonio,mg/m³,572,262.0,SO,Morbegno,46.132282960003735,9.566179893984474
9888,Monossido di Carbonio,mg/m³,583,249.0,BG,Bergamo,45.69103740547214,9.643650579461385
5807,Monossido di Carbonio,mg/m³,576,279.0,LC,Merate,45.69795198970243,9.406190938686596
5662,Biossido di Zolfo,µg/m³,592,191.0,BG,Treviglio,45.51933498138716,9.592009994888423
